,Suburb,Rooms,Type,Price,Date,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,log_price
16485,Essendon,3,t,770000.0,16/09/2017,7.5,03040,1.0,1.0,116.0,-37.73899,144.89291,9264.0,5.886490725172482
16486,Essendon,3,u,888000.0,16/09/2017,7.5,03040,2.0,1.0,213.0,-37.75434,144.90522,9264.0,5.948412965778601
16487,Essendon,3,h,1150000.0,16/09/2017,7.5,03040,1.0,2.0,658.0,-37.75009,144.89271,9264.0,6.060697840353612
16488,Essendon North,3,h,1235000.0,16/09/2017,8.2,03041,1.0,2.0,555.0,-37.73952,144.89946,1308.0,6.0916669575956846
16489,Essendon North,3,u,1170000.0,16/09/2017,8.2,03041,2.0,1.0,292.0,-37.73727,144.8986,1308.0,6.068185861746161
16490,Fairfield,4,h,1255000.0,16/09/2017,5.7,03078,1.0,1.0,368.0,-37.77167,145.02015,2970.0,6.098643725817057
16491,Fairfield,3,h,1300000.0,16/09/2017,5.7,03078,2.0,4.0,579.0,-37.77252,145.02546,2970.0,6.113943352306837
16492,Fawkner,3,h,680000.0,16/09/2017,13.1,03060,2.0,2.0,588.0,-37.69403,144.96674,5070.0,5.832508912706237
16493,Fawkner,3,h,670000.0,16/09/2017,13.1,03060,2.0,2.0,350.0,-37.69592,144.96381,5070.0,5.826074802700826
16494,Fawkner,3,h,750000.0,16/09/2017,13.1,03060,1.0,2.0,555.0,-37.69342,144.95918,5070.0,5.8750612633917
16495,Fitzroy,2,u,648000.0,16/09/2017,2.1,03065,1.0,1.0,0.0,-37.79708,144.98042,5825.0,5.811575005870593
16496,Fitzroy,2,h,1260000.0,16/09/2017,2.1,03065,2.0,1.0,254.0,-37.7956,144.98025,5825.0,6.1003705451175625
16498,Fitzroy,3,h,1325000.0,16/09/2017,2.1,03065,1.0,0.0,555.0,-37.79827,144.98413,5825.0,6.122215878272827
16499,Fitzroy North,1,u,390000.0,16/09/2017,3.6,03068,1.0,1.0,0.0,-37.77902,144.98559,6244.0,5.5910646070264995
16500,Fitzroy North,3,h,1400000.0,16/09/2017,3.6,03068,2.0,2.0,9338.0,-37.78101,144.98843,6244.0,6.146128035678238
16501,Fitzroy North,2,t,848000.0,16/09/2017,3.6,03068,1.0,1.0,126.0,-37.7821,144.98511,6244.0,5.928395852256714
16502,Flemington,2,u,540000.0,16/09/2017,3.4,03031,1.0,2.0,0.0,-37.78605,144.93078,3593.0,5.732393759822968
16503,Footscray,2,u,316000.0,16/09/2017,5.1,03011,1.0,1.0,0.0,-37.7885,144.89326,7570.0,5.4996870826184034
16504,Forest Hill,4,h,950000.0,16/09/2017,15.4,03131,2.0,3.0,587.0,-37.84154,145.17606,4385.0,5.977723605288848
16511,Glen Huntly,2,t,540000.0,16/09/2017,10.1,03163,1.0,1.0,126.0,-37.88983,145.04408,2403.0,5.732393759822968
16512,Glen Iris,3,h,1802000.0,16/09/2017,7.3,03146,2.0,3.0,555.0,-37.85032,145.04734,10412.0,6.2557547866430445
16513,Glen Iris,3,h,1738000.0,16/09/2017,7.3,03146,2.0,2.0,692.0,-37.85672,145.09099,10412.0,6.2400497721126476
16514,Glen Iris,2,u,504000.0,16/09/2017,7.3,03146,1.0,1.0,0.0,-37.86204,145.05789,10412.0,5.702430536445525
16515,Glen Iris,1,u,450000.0,16/09/2017,7.3,03146,1.0,1.0,0.0,-37.8584,145.05608,10412.0,5.653212513775344
16516,Glen Iris,2,t,965000.0,16/09/2017,7.3,03146,2.0,1.0,704.0,-37.85698,145.04686,10412.0,5.984527313343793
16517,Glen Iris,2,u,812000.0,16/09/2017,7.3,03146,1.0,1.0,0.0,-37.85105,145.09268,10412.0,5.909556029241175
16518,Glen Iris,3,t,1333000.0,16/09/2017,7.3,03146,2.0,1.0,344.0,-37.85289,145.0944,10412.0,6.124830149413859
16519,Glen Iris,2,h,1366000.0,16/09/2017,7.3,03146,2.0,1.0,241.0,-37.86277,145.04012,10412.0,6.135450699345514
16520,Glen Iris,3,h,1220000.0,16/09/2017,7.3,03146,2.0,2.0,555.0,-37.85906,145.09386,10412.0,6.086359830674748
16521,Glen Waverley,3,h,1275000.0,16/09/2017,16.7,03150,2.0,2.0,714.0,-37.88809,145.19011,15321.0,6.105510184769974
16522,Glen Waverley,3,h,1750000.0,16/09/2017,16.7,03150,1.0,0.0,727.0,-37.8763,145.17166,15321.0,6.243038048686294
16523,Glen Waverley,5,h,1480000.0,16/09/2017,16.7,03150,2.0,2.0,718.0,-37.8888,145.18692,15321.0,6.1702617153949575
16524,Glen Waverley,3,h,1150000.0,16/09/2017,16.7,03150,1.0,2.0,555.0,-37.88392,145.16808,15321.0,6.060697840353612
16525,Glen Waverley,3,t,1200000.0,16/09/2017,16.7,03150,2.0,2.0,222.0,-37.86832,145.17305,15321.0,6.079181246047625
16527,Glenroy,3,t,680000.0,16/09/2017,11.2,03046,1.0,1.0,222.0,-37.70768,144.91151,8870.0,5.832508912706237
16528,Glenroy,3,t,620000.0,16/09/2017,11.2,03046,1.0,2.0,222.0,52.3220513,21.013024,8870.0,5.7923916894982534
16529,Glenroy,3,h,780000.0,16/09/2017,11.2,03046,2.0,1.0,555.0,-37.71139,144.9066,8870.0,5.892094602690481
16530,Greensborough,3,h,850000.0,16/09/2017,16.1,03088,1.0,2.0,555.0,-37.70786,145.1036,8524.0,5.929418925714293
16531,Greensborough,3,h,922000.0,16/09/2017,16.1,03088,2.0,2.0,587.0,-37.68569,145.10902,8524.0,5.964730921053629
16532,Greensborough,4,h,865000.0,16/09/2017,16.1,03088,2.0,2.0,734.0,-37.6929,145.1272,8524.0,5.937016107464814
16533,Greensborough,4,h,926500.0,16/09/2017,16.1,03088,2.0,2.0,621.0,-37.69338,145.11022,8524.0,5.966845423654917
16534,Greenvale,5,h,940000.0,16/09/2017,20.4,03059,3.0,2.0,681.0,-37.64298,144.90773,4864.0,5.973127853599698
16536,Greenvale,5,h,650000.0,16/09/2017,20.4,03059,2.0,2.0,512.0,-37.6248,144.87612,4864.0,5.812913356642856
16538,Hampton,3,h,2515000.0,16/09/2017,13.8,03188,2.0,2.0,604.0,-37.93105,144.99437,5454.0,6.400537989391946
16539,Hampton,3,h,1520000.0,16/09/2017,13.8,03188,1.0,3.0,627.0,-37.94515,145.01886,5454.0,6.181843587944773
16540,Hampton,3,t,1205000.0,16/09/2017,13.8,03188,1.0,2.0,222.0,-37.93531,145.017,5454.0,6.080987046910887
16541,Hampton,4,h,2550000.0,16/09/2017,13.8,03188,2.0,2.0,620.0,-37.93478,145.01156,5454.0,6.4065401804339555
16542,Hampton,4,h,2135000.0,16/09/2017,13.8,03188,2.0,2.0,621.0,-37.93336,145.00769,5454.0,6.329397879361043
16543,Hampton,4,h,1820000.0,16/09/2017,13.8,03188,2.0,2.0,412.0,-37.93598,145.01152,5454.0,6.260071387985075
16544,Hampton,3,h,1450000.0,16/09/2017,13.8,03188,1.0,1.0,464.0,-37.93753,145.0102,5454.0,6.161368002234975
16546,Hampton East,2,u,758000.0,16/09/2017,13.8,03188,1.0,1.0,0.0,-37.93688,145.03161,2356.0,5.879669205632053
16547,Hampton East,3,h,1060000.0,16/09/2017,13.8,03188,2.0,3.0,465.0,-37.93524,145.03438,2356.0,6.02530586526477
16548,Hampton East,2,t,875000.0,16/09/2017,13.8,03188,1.0,1.0,234.0,-37.93522,145.02837,2356.0,5.942008053022313
16549,Hawthorn,4,h,2325000.0,16/09/2017,5.3,03122,3.0,2.0,649.0,-37.83508,145.0429,11308.0,6.366422957225972
16550,Hawthorn,4,h,2200000.0,16/09/2017,5.3,03122,3.0,2.0,621.0,-37.81839,145.02035,11308.0,6.342422680822207
16551,Hawthorn,3,h,1450000.0,16/09/2017,5.3,03122,1.0,0.0,216.0,-37.82031,145.04043,11308.0,6.161368002234975
16552,Hawthorn East,2,u,497000.0,16/09/2017,6.2,03123,1.0,1.0,0.0,-37.82712,145.05501,6482.0,5.696356388733332
16553,Heathmont,3,t,710000.0,16/09/2017,21.3,03135,2.0,2.0,222.0,-37.83271,145.23506,3794.0,5.8512583487190755
16554,Heidelberg West,3,h,846000.0,16/09/2017,8.8,03081,2.0,2.0,605.0,-37.74591,145.04449,2674.0,5.9273703630390235
16555,Heidelberg West,2,u,480000.0,16/09/2017,8.8,03081,1.0,1.0,0.0,-37.73809,145.0435,2674.0,5.681241237375588
16556,Heidelberg West,5,h,900000.0,16/09/2017,8.8,03081,2.0,2.0,681.0,-37.74856,145.03684,2674.0,5.954242509439325
16557,Highett,4,h,1060000.0,16/09/2017,16.0,03190,2.0,2.0,621.0,-37.9516,145.02552,4794.0,6.02530586526477
16558,Highett,3,t,1010000.0,16/09/2017,16.0,03190,3.0,2.0,222.0,-37.94783,145.04089,4794.0,6.004321373782642
16559,Hillside,4,h,628000.0,16/09/2017,18.0,03037,2.0,1.0,480.0,-37.70228,144.74316,5556.0,5.7979596437371965
16560,Hillside,3,h,645500.0,16/09/2017,18.0,03037,2.0,2.0,719.0,-37.6883,144.74225,5556.0,5.809896246602439
16562,Hoppers Crossing,3,h,575000.0,16/09/2017,18.4,03029,1.0,4.0,592.0,-37.88157,144.69426,13830.0,5.7596678446896306
16563,Hoppers Crossing,4,h,525000.0,16/09/2017,18.4,03029,2.0,2.0,452.0,-37.87517,144.67094,13830.0,5.720159303405957
16564,Hoppers Crossing,4,h,723000.0,16/09/2017,18.4,03029,2.0,2.0,872.0,-37.87217,144.68746,13830.0,5.859138297294531
16565,Hoppers Crossing,3,h,678000.0,16/09/2017,18.4,03029,1.0,2.0,555.0,-37.8859,144.6929,13830.0,5.831229693867063
16566,Hughesdale,4,t,917000.0,16/09/2017,12.3,03166,3.0,2.0,303.0,-37.90859,145.08168,3145.0,5.962369335670021
16567,Ivanhoe,3,t,720000.0,16/09/2017,7.8,03079,1.0,1.0,222.0,-37.75704,145.03611,5549.0,5.857332496431268
16568,Ivanhoe,4,h,2800000.0,16/09/2017,7.8,03079,2.0,2.0,621.0,-37.7694,145.0511,5549.0,6.447158031342219
16569,Jacana,3,h,626000.0,16/09/2017,14.0,03047,1.0,2.0,622.0,-37.68908,144.9116,851.0,5.79657433321043
16570,Keilor,3,h,840000.0,16/09/2017,14.5,03036,2.0,2.0,725.0,-37.72465,144.8359,2339.0,5.924279286061882
16572,Keilor East,3,h,1020000.0,16/09/2017,11.7,03033,1.0,1.0,555.0,-37.74483,144.87116,5629.0,6.008600171761918
16573,Keilor East,3,h,1295000.0,16/09/2017,11.7,03033,3.0,4.0,555.0,-37.74993,144.86327,5629.0,6.112269768417271
16574,Keilor East,3,h,933000.0,16/09/2017,11.7,03033,1.0,2.0,613.0,-37.7349,144.86225,5629.0,5.9698816437465
16575,Keilor Lodge,2,u,520000.0,16/09/2017,15.5,03038,2.0,1.0,0.0,-37.69826,144.80091,570.0,5.7160033436347994
16576,Kensington,1,t,590000.0,16/09/2017,3.4,03031,1.0,1.0,86.5,-37.7884,144.927,5263.0,5.770852011642144
16577,Kensington,3,t,1300000.0,16/09/2017,3.4,03031,1.0,2.0,222.0,-37.79162,144.93246,5263.0,6.113943352306837
16578,Kew,4,h,2375000.0,16/09/2017,5.4,03101,3.0,2.0,481.0,-37.81027,145.04476,10331.0,6.375663613960885
16579,Kew,2,u,625000.0,16/09/2017,5.4,03101,1.0,1.0,0.0,-37.81292,145.04588,10331.0,5.795880017344075
16580,Kew,3,h,1380000.0,16/09/2017,5.4,03101,1.0,2.0,555.0,-37.8105,145.04317,10331.0,6.139879086401237
16582,Kew,3,h,1950000.0,16/09/2017,5.4,03101,2.0,2.0,460.0,-37.80646,145.04651,10331.0,6.290034611362518
16584,Kew,2,u,920000.0,16/09/2017,5.4,03101,2.0,1.0,0.0,-37.80514,145.03277,10331.0,5.963787827345556
16587,Kew East,3,h,1650000.0,16/09/2017,7.3,03102,1.0,2.0,650.0,-37.79235,145.04789,2671.0,6.217483944213907
16588,Kew East,3,h,2125000.0,16/09/2017,7.3,03102,2.0,2.0,741.0,-37.7955,145.05046,2671.0,6.32735893438633
16589,Kew East,2,h,1325000.0,16/09/2017,7.3,03102,1.0,2.0,422.0,-37.79938,145.05662,2671.0,6.122215878272827
16590,Kew East,3,h,1975000.0,16/09/2017,7.3,03102,1.0,2.0,676.0,-37.79546,145.04533,2671.0,6.295567099962479
16592,Kingsville,4,h,1140000.0,16/09/2017,6.4,03012,1.0,0.0,276.0,-37.80774,144.88251,1808.0,6.056904851336473
16593,Kingsville,3,t,740000.0,16/09/2017,6.4,03012,1.0,1.0,222.0,-37.80811,144.87919,1808.0,5.869231719730976
16594,Kingsville,3,h,1000000.0,16/09/2017,6.4,03012,2.0,2.0,275.0,-37.80592,144.8807,1808.0,6.0
16595,Lalor,3,h,801000.0,16/09/2017,16.3,03075,1.0,1.0,852.0,-37.67601,145.02955,8279.0,5.903632516084238
16596,Lalor,3,h,596000.0,16/09/2017,16.3,03075,1.0,2.0,570.0,-37.66422,144.99893,8279.0,5.7752462597402365
16597,Lower Plenty,3,h,1062000.0,16/09/2017,14.6,03093,2.0,2.0,555.0,-37.72819,145.11839,1624.0,6.02612451674545
16598,Maidstone,2,t,650000.0,16/09/2017,6.4,03012,1.0,2.0,126.0,-37.78484,144.87002,3873.0,5.812913356642856
16599,Malvern,2,u,550000.0,16/09/2017,5.9,03144,1.0,1.0,0.0,-37.85212,145.02973,4675.0,5.740362689494244
16600,Malvern,3,h,1700000.0,16/09/2017,5.9,03144,2.0,2.0,555.0,-37.85546,145.03938,4675.0,6.230448921378274
16601,Malvern,4,t,2750000.0,16/09/2017,5.9,03144,2.0,3.0,357.0,-37.84684,145.03893,4675.0,6.439332693830263
16602,Malvern,2,u,1000000.0,16/09/2017,5.9,03144,1.0,1.0,0.0,-37.85919,145.03683,4675.0,6.0
16604,Malvern East,3,h,1015000.0,16/09/2017,8.4,03145,1.0,2.0,555.0,-37.87679,145.05903,8801.0,6.006466042249231
16605,Malvern East,2,u,725000.0,16/09/2017,8.4,03145,1.0,1.0,0.0,-37.8688,145.05687,8801.0,5.860338006570994
16606,Malvern East,3,h,1250000.0,16/09/2017,8.4,03145,1.0,2.0,555.0,-37.87179,145.03883,8801.0,6.096910013008056
16607,Malvern East,2,u,1500000.0,16/09/2017,8.4,03145,2.0,2.0,0.0,-37.86411,145.04325,8801.0,6.176091259055681
16608,Maribyrnong,2,u,372000.0,16/09/2017,4.3,03032,1.0,2.0,0.0,-37.77058,144.88053,4918.0,5.570542939881897
16609,Maribyrnong,3,t,815000.0,16/09/2017,4.3,03032,1.0,2.0,222.0,41.5800945,-71.4774291,4918.0,5.911157608739977
16610,Meadow Heights,3,h,370000.0,16/09/2017,17.4,03048,1.0,1.0,784.0,-37.65877,144.91191,4704.0,5.568201724066995
16611,Melbourne,2,u,660000.0,16/09/2017,0.0,03000,1.0,2.0,0.0,-37.81312,144.96236,17496.0,5.819543935541868
16612,Melbourne,2,u,550000.0,16/09/2017,0.0,03000,1.0,2.0,0.0,-37.84374469999999,144.9771918,17496.0,5.740362689494244
16613,Melbourne,4,u,1710000.0,16/09/2017,0.0,03000,2.0,2.0,244.5,46.5652137,3.2980018,17496.0,6.232996110392154
16614,Melbourne,2,u,555000.0,16/09/2017,0.0,03000,1.0,2.0,0.0,46.5652137,3.2980018,17496.0,5.744292983122676
16615,Melton South,3,h,392500.0,16/09/2017,29.8,03338,1.0,2.0,555.0,-37.71245,144.57294,4718.0,5.5938396610812715
16616,Melton South,3,h,370000.0,16/09/2017,29.8,03338,1.0,2.0,555.0,-37.70691,144.5797,4718.0,5.568201724066995
16618,Mentone,3,t,995000.0,16/09/2017,20.0,03194,3.0,2.0,248.0,-37.98087,145.06024,6162.0,5.997823080745725
16619,Mentone,3,h,950000.0,16/09/2017,20.0,03194,1.0,2.0,531.0,-37.98023,145.08402,6162.0,5.977723605288848
16620,Mentone,3,t,792000.0,16/09/2017,20.0,03194,2.0,2.0,156.0,-37.97928,145.0763,6162.0,5.898725181589493
16621,Mentone,2,t,525000.0,16/09/2017,20.0,03194,1.0,1.0,126.0,-37.98272,145.06246,6162.0,5.720159303405957
16622,Mentone,2,u,640000.0,16/09/2017,20.0,03194,1.0,0.0,0.0,-37.98684,145.06044,6162.0,5.8061799739838875
16623,Mentone,2,t,590000.0,16/09/2017,20.0,03194,1.0,1.0,126.0,-37.98233,145.06838,6162.0,5.770852011642144
16624,Middle Park,2,u,660000.0,16/09/2017,3.0,03206,1.0,0.0,0.0,-37.85563,144.96693,2019.0,5.819543935541868
16625,Mill Park,2,u,445000.0,16/09/2017,17.9,03082,1.0,1.0,265.0,-37.65678,145.07811,10529.0,5.648360010980932
16626,Mill Park,2,h,475000.0,16/09/2017,17.9,03082,1.0,1.0,254.0,-37.66625,145.03945,10529.0,5.676693609624866
16627,Mill Park,3,h,675000.0,16/09/2017,17.9,03082,1.0,4.0,640.0,-37.65296,145.04564,10529.0,5.829303772831025
16629,Mill Park,4,h,721000.0,16/09/2017,17.9,03082,2.0,2.0,603.0,-37.67363,145.06796,10529.0,5.857935264719429
16630,Mill Park,4,t,492000.0,16/09/2017,17.9,03082,1.0,1.0,199.0,-37.677,145.05658,10529.0,5.691965102767361
16631,Mill Park,4,h,715000.0,16/09/2017,17.9,03082,2.0,2.0,621.0,-37.66077,145.06478,10529.0,5.854306041801081
16632,Mill Park,3,h,657000.0,16/09/2017,17.9,03082,2.0,3.0,555.0,-37.65885,145.07016,10529.0,5.817565369559781
16633,Mill Park,4,h,900000.0,16/09/2017,17.9,03082,2.0,2.0,609.0,-37.65898,145.08245,10529.0,5.954242509439325
16634,Mill Park,3,h,650000.0,16/09/2017,17.9,03082,1.0,2.0,588.0,-37.67434,145.05994,10529.0,5.812913356642856
16635,Mitcham,4,h,1120000.0,16/09/2017,17.2,03132,2.0,2.0,981.0,-37.81188,145.20052,6871.0,6.049218022670182
16636,Mitcham,3,h,961000.0,16/09/2017,17.2,03132,2.0,1.0,625.0,-37.82997,145.20978,6871.0,5.982723387668545
16638,Mitcham,3,h,990000.0,16/09/2017,17.2,03132,1.0,2.0,680.0,-37.82077,145.20391,6871.0,5.99563519459755
16639,Mont Albert,3,t,1580000.0,16/09/2017,10.2,03127,2.0,2.0,1153.0,-37.82055,145.11169,2079.0,6.198657086954422
16640,Mont Albert,4,h,2500000.0,16/09/2017,10.2,03127,3.0,3.0,402.0,-37.8137,145.11013,2079.0,6.3979400086720375
16641,Montmorency,4,h,940000.0,16/09/2017,16.2,03094,2.0,2.0,870.0,-37.7264,145.12749,3891.0,5.973127853599698
16642,Montmorency,2,u,620000.0,16/09/2017,16.2,03094,1.0,1.0,0.0,-37.71546,145.12,3891.0,5.7923916894982534
16643,Moonee Ponds,2,h,883500.0,16/09/2017,6.2,03039,1.0,2.0,254.0,-37.76287,144.90522,6232.0,5.946206553842783
16644,Moonee Ponds,2,u,620000.0,16/09/2017,6.2,03039,1.0,1.0,0.0,-37.76828,144.92036,6232.0,5.7923916894982534
16645,Moonee Ponds,4,h,1200000.0,16/09/2017,6.2,03039,1.0,1.0,455.0,-37.76913,144.93236,6232.0,6.079181246047625
16646,Moonee Ponds,3,h,1007500.0,16/09/2017,6.2,03039,1.0,1.0,450.0,-37.76375,144.93701,6232.0,6.003245054813147
16647,Moorabbin,3,t,1011500.0,16/09/2017,14.3,03189,1.0,2.0,222.0,-37.94136,145.05022,2555.0,6.004965887106824
16648,Moorabbin,3,u,828000.0,16/09/2017,14.3,03189,2.0,2.0,301.0,-37.94511,145.04427,2555.0,5.91803033678488
16649,Mordialloc,2,u,675000.0,16/09/2017,21.5,03195,1.0,1.0,0.0,-38.00109,145.08454,3650.0,5.829303772831025
16650,Mordialloc,2,u,757000.0,16/09/2017,21.5,03195,1.0,2.0,0.0,-38.0012364,145.0830232,3650.0,5.879095879500073
16651,Mordialloc,4,h,1285000.0,16/09/2017,21.5,03195,2.0,4.0,656.0,-38.00394,145.1025,3650.0,6.108903127667313
16652,Mount Waverley,4,h,1416000.0,16/09/2017,14.2,03149,3.0,2.0,621.0,-37.88253,145.14414,13366.0,6.15106325335375
16653,Mount Waverley,4,h,1386000.0,16/09/2017,14.2,03149,2.0,3.0,621.0,-37.86324,145.11765,13366.0,6.141763230275788
16655,Mount Waverley,4,h,1412000.0,16/09/2017,14.2,03149,3.0,2.0,621.0,-37.87043,145.1399,13366.0,6.149834696715785
16656,Mount Waverley,4,h,1335000.0,16/09/2017,14.2,03149,1.0,3.0,731.0,-37.86118,145.11506,13366.0,6.125481265700594
16657,Mount Waverley,5,h,1323000.0,16/09/2017,14.2,03149,2.0,2.0,681.0,-37.8894,145.13391,13366.0,6.121559844187501
16659,Mount Waverley,3,h,1451000.0,16/09/2017,14.2,03149,2.0,1.0,730.0,-37.88494,145.11951,13366.0,6.161667412437736
16660,Mount Waverley,4,h,1480000.0,16/09/2017,14.2,03149,2.0,2.0,695.0,-37.86127,145.14271,13366.0,6.1702617153949575
16661,Mount Waverley,3,h,1150000.0,16/09/2017,14.2,03149,2.0,2.0,555.0,-37.87399,145.13873,13366.0,6.060697840353612
16662,Mulgrave,3,h,850000.0,16/09/2017,18.8,03170,1.0,2.0,648.0,-37.93134,145.17584,7113.0,5.929418925714293
16663,Mulgrave,3,h,912000.0,16/09/2017,18.8,03170,2.0,1.0,753.0,-37.9213,145.16366,7113.0,5.9599948383284165
16664,Mulgrave,4,h,1100000.0,16/09/2017,18.8,03170,2.0,2.0,748.0,-37.9265,145.19758,7113.0,6.041392685158225
16665,Murrumbeena,3,t,1100000.0,16/09/2017,10.1,03163,2.0,2.0,222.0,-37.88563,145.07261,4442.0,6.041392685158225
16668,Newport,3,h,1262000.0,16/09/2017,6.2,03015,2.0,2.0,343.0,-37.84461,144.87515,5498.0,6.101059354908116
16669,Newport,4,h,1210000.0,16/09/2017,6.2,03015,1.0,0.0,325.0,-37.84373,144.88604,5498.0,6.08278537031645
16670,Niddrie,3,h,1186000.0,16/09/2017,10.4,03042,1.0,4.0,654.0,-37.73554,144.88517,2291.0,6.074084689028243
16671,Niddrie,3,h,960000.0,16/09/2017,10.4,03042,2.0,1.0,555.0,-37.74291,144.88816,2291.0,5.982271233039568
16673,North Melbourne,2,t,790000.0,16/09/2017,1.8,03051,1.0,1.0,126.0,-37.80432,144.94359,6821.0,5.897627091290442
16674,Northcote,3,h,1320000.0,16/09/2017,5.3,03070,1.0,1.0,227.0,-37.77432,144.99111,11364.0,6.12057393120585
16675,Northcote,2,h,1100000.0,16/09/2017,5.3,03070,1.0,1.0,254.0,-37.77593,145.0142,11364.0,6.041392685158225
16676,Northcote,2,h,1325000.0,16/09/2017,5.3,03070,1.0,2.0,315.0,-37.76603,144.99366,11364.0,6.122215878272827
16677,Northcote,4,h,2250000.0,16/09/2017,5.3,03070,1.0,1.0,621.0,-37.78207,144.99452,11364.0,6.352182518111363
16679,Northcote,2,h,730000.0,16/09/2017,5.3,03070,1.0,2.0,254.0,-37.78253,145.01006,11364.0,5.863322860120456
16680,Northcote,2,h,780000.0,16/09/2017,5.3,03070,1.0,2.0,242.0,-37.78254,145.01014,11364.0,5.892094602690481
16681,Nunawading,3,h,903000.0,16/09/2017,15.4,03131,2.0,2.0,555.0,-37.8163,145.17276,4973.0,5.955687750313506
16682,Oak Park,5,h,955000.0,16/09/2017,11.2,03046,2.0,4.0,838.0,-37.71302,144.90338,2651.0,5.980003371583746
16683,Oak Park,3,h,725000.0,16/09/2017,11.2,03046,1.0,1.0,327.0,-37.7151,144.92103,2651.0,5.860338006570994
16684,Oakleigh South,4,h,1255000.0,16/09/2017,15.5,03167,2.0,2.0,621.0,-37.93396,145.08291,3692.0,6.098643725817057
16685,Oakleigh South,5,h,1361000.0,16/09/2017,15.5,03167,3.0,2.0,681.0,-37.92899,145.08346,3692.0,6.133858125203335
16686,Oakleigh South,3,h,950000.0,16/09/2017,15.5,03167,1.0,2.0,660.0,-37.92745,145.08276,3692.0,5.977723605288848
16687,Ormond,3,h,1790000.0,16/09/2017,11.4,03204,2.0,1.0,555.0,-37.90787,145.04938,3578.0,6.252853030979893
16688,Ormond,2,u,507000.0,16/09/2017,11.4,03204,1.0,1.0,0.0,-37.90167,145.04635,3578.0,5.705007959333336
16689,Ormond,2,t,820000.0,16/09/2017,11.4,03204,1.0,1.0,126.0,-37.90627,145.02791,3578.0,5.913813852383717
16690,Parkdale,3,h,1250000.0,16/09/2017,21.5,03195,1.0,2.0,802.0,-37.98752,145.08358,5087.0,6.096910013008056
16691,Pascoe Vale,3,h,910000.0,16/09/2017,8.5,03044,1.0,2.0,555.0,-37.7318,144.92979,7485.0,5.959041392321094
16692,Pascoe Vale,3,h,850000.0,16/09/2017,8.5,03044,1.0,1.0,712.0,-37.71594,144.92986,7485.0,5.929418925714293
16693,Pascoe Vale,3,h,1160000.0,16/09/2017,8.5,03044,2.0,2.0,480.0,-37.72523,144.94567,7485.0,6.064457989226918
16694,Patterson Lakes,3,h,670000.0,16/09/2017,31.2,03197,1.0,3.0,555.0,-38.07868,145.14743,3351.0,5.826074802700826
16695,Point Cook,4,h,765000.0,16/09/2017,14.7,03030,2.0,2.0,612.0,-37.88177,144.74221,15542.0,5.883661435153617
16696,Point Cook,4,h,760000.0,16/09/2017,14.7,03030,2.0,2.0,621.0,-37.89729,144.74208,15542.0,5.880813592280791
16697,Point Cook,4,h,711000.0,16/09/2017,14.7,03030,2.0,2.0,621.0,-37.90163,144.73867,15542.0,5.851869600729766
16698,Point Cook,4,h,600000.0,16/09/2017,14.7,03030,2.0,2.0,621.0,-37.89243,144.72331,15542.0,5.778151250383644
16699,Point Cook,2,h,640000.0,16/09/2017,14.7,03030,1.0,2.0,254.0,40.7521506,-73.976941,15542.0,5.8061799739838875
16700,Point Cook,4,h,635000.0,16/09/2017,14.7,03030,2.0,2.0,334.0,-37.90584,144.74858,15542.0,5.802773725291976
16701,Port Melbourne,2,h,1260000.0,16/09/2017,3.5,03207,1.0,2.0,112.0,-37.8379,144.94651,8648.0,6.1003705451175625
16702,Port Melbourne,3,h,1960000.0,16/09/2017,3.5,03207,2.0,0.0,253.0,-37.836,144.93701,8648.0,6.292256071356476
16703,Port Melbourne,2,u,685000.0,16/09/2017,3.5,03207,2.0,1.0,0.0,-37.84096,144.93791,8648.0,5.835690571492425
16704,Port Melbourne,5,t,2611000.0,16/09/2017,3.5,03207,3.0,2.0,227.0,-37.83952,144.93772,8648.0,6.416806871822945
16705,Prahran,3,h,2085000.0,16/09/2017,4.6,03181,2.0,2.0,555.0,-37.85283,145.00632,7717.0,6.319106059309776
16706,Prahran,3,h,1771000.0,16/09/2017,4.6,03181,2.0,1.0,240.0,-37.8469,144.98705,7717.0,6.2482185611900745
16707,Prahran,1,u,515000.0,16/09/2017,4.6,03181,1.0,2.0,284.0,-37.85018,144.99006,7717.0,5.711807229041191
16708,Prahran,3,h,1610000.0,16/09/2017,4.6,03181,2.0,2.0,111.0,-37.85169,145.00557,7717.0,6.20682587603185
16709,Preston,2,t,640000.0,16/09/2017,8.4,03072,1.0,2.0,126.0,-37.73709059999999,145.0049502,14577.0,5.8061799739838875
16710,Preston,3,h,1035000.0,16/09/2017,8.4,03072,1.0,2.0,696.0,-37.73761,145.02119,14577.0,6.014940349792936
16711,Preston,3,h,880000.0,16/09/2017,8.4,03072,1.0,0.0,480.0,-37.73346,145.01506,14577.0,5.944482672150168
16712,Princes Hill,2,h,1625000.0,16/09/2017,3.5,03054,1.0,1.0,253.0,-37.78243,144.96871,1008.0,6.210853365314893
16729,Richmond,2,u,530000.0,16/09/2017,2.4,03121,1.0,1.0,0.0,-37.82106,144.99522,14949.0,5.724275869600789
16730,Richmond,3,t,1500000.0,16/09/2017,2.4,03121,2.0,2.0,72.0,-37.81937,145.00146,14949.0,6.176091259055681
